2020-08-10 01:00:00+00:00,BROOKLYN_NETS,LOS_ANGELES_CLIPPERS
2020-08-10 18:30:00+00:00,OKLAHOMA_CITY_THUNDER,PHOENIX_SUNS
2020-08-10 19:00:00+00:00,DALLAS_MAVERICKS,UTAH_JAZZ
2020-08-10 22:30:00+00:00,TORONTO_RAPTORS,MILWAUKEE_BUCKS
2020-08-11 00:00:00+00:00,INDIANA_PACERS,MIAMI_HEAT
2020-08-11 01:00:00+00:00,DENVER_NUGGETS,LOS_ANGELES_LAKERS
2020-08-11 17:00:00+00:00,BROOKLYN_NETS,ORLANDO_MAGIC
2020-08-11 18:00:00+00:00,HOUSTON_ROCKETS,SAN_ANTONIO_SPURS
2020-08-11 20:30:00+00:00,PHOENIX_SUNS,PHILADELPHIA_76ERS
2020-08-11 21:00:00+00:00,PORTLAND_TRAIL_BLAZERS,DALLAS_MAVERICKS
2020-08-11 22:30:00+00:00,BOSTON_CELTICS,MEMPHIS_GRIZZLIES
2020-08-12 01:00:00+00:00,NEW_ORLEANS_PELICANS,SACRAMENTO_KINGS
2020-08-12 01:00:00+00:00,MILWAUKEE_BUCKS,WASHINGTON_WIZARDS
2020-08-12 20:00:00+00:00,INDIANA_PACERS,HOUSTON_ROCKETS
2020-08-12 22:30:00+00:00,TORONTO_RAPTORS,PHILADELPHIA_76ERS
2020-08-13 00:00:00+00:00,MIAMI_HEAT,OKLAHOMA_CITY_THUNDER
2020-08-13 01:00:00+00:00,LOS_ANGELES_CLIPPERS,DENVER_NUGGETS
2020-08-13 04:00:00+00:00,WASHINGTON_WIZARDS,BOSTON_CELTICS
2020-08-13 04:00:00+00:00,SAN_ANTONIO_SPURS,UTAH_JAZZ
2020-08-13 04:00:00+00:00,DALLAS_MAVERICKS,PHOENIX_SUNS
2020-08-13 04:00:00+00:00,NEW_ORLEANS_PELICANS,ORLANDO_MAGIC
2020-08-13 04:00:00+00:00,MILWAUKEE_BUCKS,MEMPHIS_GRIZZLIES
2020-08-13 04:00:00+00:00,SACRAMENTO_KINGS,LOS_ANGELES_LAKERS
2020-08-13 04:00:00+00:00,PORTLAND_TRAIL_BLAZERS,BROOKLYN_NETS
2020-08-14 04:00:00+00:00,PHILADELPHIA_76ERS,HOUSTON_ROCKETS
2020-08-14 04:00:00+00:00,MIAMI_HEAT,INDIANA_PACERS
2020-08-14 04:00:00+00:00,OKLAHOMA_CITY_THUNDER,LOS_ANGELES_CLIPPERS
2020-08-14 04:00:00+00:00,DENVER_NUGGETS,TORONTO_RAPTORS
