,game_ID,game_date,TO_1,three_m1,three_a1,ts_1,diff_1,TO_2,three_m2,three_a2,ts_2,diff_2,TO_3,three_m3,three_a3,ts_3,diff_3,ts_final,home_ppg,home_oppg,away_ppg,away_oppg
0,21801230,2019-04-10,2,7,13,69,9,7,20,33,149,25,14,28,52,211,15,267.0,114.7,110.5,114.2,115.3
1,21801206,2019-04-07,6,5,15,54,4,14,11,32,109,11,21,18,47,167,5,223.0,114.7,110.5,110.7,106.7
2,21801175,2019-04-03,9,9,18,58,2,13,12,28,121,3,22,15,45,155,17,205.0,114.7,110.5,103.5,106.1
3,21801106,2019-03-25,4,8,18,58,4,6,15,35,124,0,11,22,56,185,5,292.0,114.7,110.5,112.2,112.3
4,21801093,2019-03-23,4,9,16,60,4,10,15,31,115,3,14,20,44,181,3,229.0,114.7,110.5,107.0,107.3
5,21801073,2019-03-20,8,4,19,43,9,13,12,36,117,13,20,20,52,184,18,244.0,114.7,110.5,108.9,110.1
6,21801058,2019-03-18,4,3,10,59,3,13,8,25,103,7,24,19,43,160,16,204.0,114.7,110.5,108.0,104.7
7,21800991,2019-03-09,3,3,11,47,1,9,7,23,113,19,13,16,38,179,25,247.0,114.7,110.5,107.5,116.8
8,21800976,2019-03-07,10,4,14,61,1,19,9,29,119,3,23,12,49,168,2,250.0,114.7,110.5,114.5,111.1
9,21800862,2019-02-13,2,9,19,64,2,3,14,41,125,3,8,25,60,189,1,236.0,114.7,110.5,117.7,111.2
10,21800816,2019-02-07,4,6,12,65,3,12,10,21,127,13,16,17,37,186,6,245.0,114.7,110.5,111.7,110.0
11,21800803,2019-02-05,10,7,13,64,4,16,11,26,117,7,23,15,40,173,15,226.0,114.7,110.5,105.7,105.9
12,21800763,2019-01-30,5,7,16,72,18,13,15,38,132,16,24,22,54,189,29,237.0,114.7,110.5,111.7,106.5
13,21800734,2019-01-26,6,7,16,70,10,15,12,29,127,1,21,17,43,183,3,231.0,114.7,110.5,113.3,119.4
14,21800677,2019-01-18,6,6,14,61,3,12,12,30,132,16,15,14,46,190,18,240.0,114.7,110.5,115.4,116.8
15,21800662,2019-01-16,2,8,13,56,4,6,13,24,117,7,7,18,36,185,15,241.0,114.7,110.5,104.5,114.1
16,21800628,2019-01-11,2,7,14,64,10,5,12,29,119,21,14,20,54,169,33,223.0,114.7,110.5,110.7,111.8
17,21800615,2019-01-09,10,5,15,59,1,18,8,23,107,5,23,14,33,180,10,236.0,114.7,110.5,104.9,113.4
18,21800597,2019-01-07,5,5,12,60,0,11,8,26,107,1,16,14,42,162,10,212.0,114.7,110.5,104.6,113.8
19,21800582,2019-01-05,5,9,19,60,0,9,12,33,105,13,18,19,52,163,9,211.0,114.7,110.5,113.9,109.1
20,21800575,2019-01-04,7,5,15,56,0,12,11,33,119,5,17,17,48,180,6,220.0,114.7,110.5,114.5,111.1
21,21800540,2018-12-30,13,3,11,51,11,20,8,28,111,29,25,14,43,173,39,224.0,114.7,110.5,115.2,112.5
22,21800534,2018-12-29,4,5,13,57,3,10,10,25,108,8,16,17,41,176,10,220.0,114.7,110.5,117.7,111.2
23,21800495,2018-12-23,4,3,11,52,2,11,9,30,114,10,17,15,46,168,8,239.0,114.7,110.5,108.9,110.1
24,21800476,2018-12-21,7,9,15,59,7,16,14,34,104,6,23,20,48,151,15,210.0,114.7,110.5,111.7,106.5
25,21800465,2018-12-19,13,2,12,35,1,18,9,26,99,5,30,16,40,145,3,191.0,114.7,110.5,103.5,106.1
26,21800427,2018-12-14,12,7,14,51,5,14,11,26,108,8,19,20,42,180,2,250.0,114.7,110.5,114.4,108.4
27,21800385,2018-12-08,9,5,14,57,3,18,8,26,104,2,29,11,38,161,1,218.0,114.7,110.5,112.5,114.0
28,21800366,2018-12-06,11,6,11,43,25,17,9,26,103,21,24,12,39,146,28,194.0,114.7,110.5,107.5,116.8
29,21800329,2018-11-30,4,7,14,64,12,14,12,27,121,15,20,18,42,176,6,225.0,114.7,110.5,110.7,106.7
30,21800314,2018-11-28,4,9,15,63,3,10,17,34,118,8,17,29,55,179,11,227.0,114.7,110.5,107.3,106.6
31,21800293,2018-11-25,3,2,10,52,4,7,6,28,103,13,13,7,43,157,9,204.0,114.7,110.5,115.1,114.3
32,21800188,2018-11-11,8,4,15,47,5,14,10,29,91,17,25,21,54,153,13,194.0,114.7,110.5,112.4,108.0
33,21800165,2018-11-08,3,5,11,65,9,6,9,22,118,4,11,12,36,165,3,221.0,114.7,110.5,115.1,114.3
34,21800152,2018-11-06,6,13,26,64,2,16,18,44,108,6,18,24,65,168,14,221.0,114.7,110.5,118.1,109.3
35,21800138,2018-11-04,4,4,14,57,3,11,6,25,106,16,19,10,39,156,28,192.0,114.7,110.5,112.5,114.0
36,21800132,2018-11-03,10,7,20,57,1,17,10,32,113,1,26,13,46,161,15,224.0,114.7,110.5,111.8,113.5
37,21800116,2018-11-01,7,7,14,66,4,10,15,31,135,5,17,20,48,201,3,251.0,114.7,110.5,115.4,116.8
38,21800046,2018-10-22,6,5,16,60,4,14,9,31,124,0,25,11,47,155,1,249.0,114.7,110.5,114.0,116.9
39,21800034,2018-10-20,3,4,14,44,0,10,13,31,109,9,13,24,50,179,15,229.0,114.7,110.5,111.7,110.0
40,21800016,2018-10-18,7,3,17,65,3,15,5,30,128,2,25,11,45,184,2,247.0,114.7,110.5,111.8,113.5
41,21701229,2018-04-11,8,6,16,49,7,15,9,25,96,14,20,11,34,139,21,195.0,105.6,103.0,104.1,99.8
42,21701154,2018-04-01,3,5,16,56,8,9,9,30,106,4,21,17,46,173,23,211.0,105.6,103.0,99.3,105.5
43,21701137,2018-03-30,6,1,10,49,3,8,6,22,113,15,13,9,33,153,21,201.0,105.6,103.0,109.0,109.0
44,21701086,2018-03-23,6,7,14,49,3,15,11,28,99,5,18,13,36,144,10,205.0,105.6,103.0,104.0,100.4
45,21701064,2018-03-20,8,6,15,58,4,11,14,29,110,0,13,23,50,173,1,226.0,105.6,103.0,112.4,103.9
46,21701045,2018-03-17,1,5,15,51,11,11,10,25,105,15,18,14,38,143,17,187.0,105.6,103.0,103.8,103.9
47,21701028,2018-03-15,4,6,18,58,0,7,8,30,113,5,16,17,50,165,11,218.0,105.6,103.0,110.9,109.9
48,21701004,2018-03-12,7,5,14,59,9,9,11,36,106,12,16,17,48,160,16,214.0,105.6,103.0,103.4,102.9
49,21700984,2018-03-09,8,8,17,60,6,13,13,34,113,9,17,18,50,170,4,233.0,105.6,103.0,113.5,107.5
50,21700962,2018-03-06,9,10,16,63,7,18,14,26,109,5,26,20,36,158,16,198.0,105.6,103.0,104.5,108.0
51,21700941,2018-03-03,2,4,14,53,3,8,7,27,103,3,20,14,45,158,8,208.0,105.6,103.0,107.9,104.4
52,21700925,2018-03-01,8,0,10,43,5,11,1,21,93,5,18,4,28,153,3,207.0,105.6,103.0,109.5,107.3
53,21700911,2018-02-27,3,8,15,62,10,14,12,25,119,13,23,15,34,168,8,215.0,105.6,103.0,98.8,105.8
54,21700864,2018-02-14,12,6,19,67,13,17,10,33,114,12,26,19,53,179,5,240.0,105.6,103.0,113.5,107.5
55,21700840,2018-02-11,6,4,13,45,7,14,9,23,87,1,20,16,40,144,18,211.0,105.6,103.0,104.1,99.8
56,21700814,2018-02-08,2,5,17,47,11,8,10,29,94,4,14,14,42,144,14,212.0,105.6,103.0,108.2,108.0
57,21700759,2018-01-31,4,7,17,62,24,9,12,35,111,23,16,19,51,177,27,232.0,105.6,103.0,102.9,110.0
58,21700708,2018-01-24,5,4,11,54,4,11,11,29,108,0,15,19,39,181,13,237.0,105.6,103.0,109.5,107.3
59,21700682,2018-01-20,6,8,19,53,13,13,12,29,107,17,18,24,50,170,12,225.0,105.6,103.0,102.3,105.4
60,21700666,2018-01-18,1,5,13,57,1,8,5,23,99,5,13,13,42,148,0,186.0,105.6,103.0,105.6,104.2
61,21700652,2018-01-16,5,7,14,67,5,12,14,37,117,15,20,21,53,164,20,229.0,105.6,103.0,103.9,113.3
62,21700589,2018-01-07,6,3,7,54,0,11,5,18,101,5,17,10,30,160,0,221.0,105.6,103.0,102.7,99.8
63,21700576,2018-01-05,5,5,14,52,8,16,10,29,98,6,26,16,44,150,14,199.0,105.6,103.0,103.4,108.8
64,21700520,2017-12-28,5,7,15,57,3,10,9,25,103,1,17,14,41,157,13,224.0,105.6,103.0,109.8,105.3
65,21700478,2017-12-22,5,1,10,50,6,14,5,20,93,11,22,10,31,146,14,187.0,105.6,103.0,110.0,108.5
66,21700463,2017-12-20,4,1,6,47,3,14,6,21,100,8,23,9,30,146,2,184.0,105.6,103.0,102.7,99.8
67,21700384,2017-12-09,5,9,17,68,6,13,14,34,124,0,20,22,53,182,14,241.0,105.6,103.0,112.4,103.9
68,21700352,2017-12-05,5,4,10,46,2,18,8,21,88,14,22,17,35,145,13,198.0,105.6,103.0,106.6,106.0
69,21700333,2017-12-02,4,9,18,59,7,9,14,35,117,3,11,21,50,180,16,239.0,105.6,103.0,111.7,110.4
70,21700316,2017-11-30,7,4,13,54,12,13,8,24,105,15,22,11,36,153,21,194.0,105.6,103.0,106.5,106.8
71,21700234,2017-11-18,8,3,7,41,1,15,10,19,94,12,22,13,29,143,17,194.0,105.6,103.0,98.8,105.8
72,21700213,2017-11-15,5,7,17,57,9,14,12,30,98,4,21,17,42,146,4,193.0,105.6,103.0,103.4,108.2
73,21700198,2017-11-13,15,4,10,46,4,20,8,21,103,5,31,13,36,150,18,181.0,105.6,103.0,110.0,108.5
74,21700176,2017-11-10,5,5,16,49,7,9,10,32,98,6,15,16,48,147,7,198.0,105.6,103.0,106.6,110.3
75,21700157,2017-11-07,7,5,13,44,2,17,7,22,97,3,21,9,29,145,3,195.0,105.6,103.0,99.3,105.5
76,21700144,2017-11-05,9,5,10,48,8,20,8,22,96,4,27,12,37,145,11,202.0,105.6,103.0,107.9,104.4
77,21700118,2017-11-02,4,6,12,66,16,6,6,22,128,4,14,8,27,172,2,223.0,105.6,103.0,108.1,109.6
78,21700099,2017-10-30,8,6,11,58,0,11,8,24,89,19,15,15,40,142,20,184.0,105.6,103.0,111.7,103.9
79,21700083,2017-10-28,5,5,13,53,5,19,13,28,118,4,27,19,43,181,3,221.0,105.6,103.0,103.9,113.3
80,21700068,2017-10-26,4,7,20,54,6,12,13,34,115,9,15,17,45,159,1,207.0,105.6,103.0,109.0,109.0
81,21700053,2017-10-24,11,3,12,48,10,22,10,30,95,1,30,14,44,144,2,196.0,105.6,103.0,111.7,110.4
82,21601230,2017-04-12,9,5,12,52,8,18,10,27,106,0,24,18,46,163,7,203.0,107.9,108.5,104.3,106.4
83,21601209,2017-04-10,4,8,12,59,3,11,9,25,90,4,15,16,36,147,5,197.0,107.9,108.5,105.3,98.1
84,21601194,2017-04-08,4,7,12,54,14,10,10,27,90,6,14,15,38,137,17,187.0,107.9,108.5,100.7,96.8
85,21601178,2017-04-06,3,6,17,54,14,7,10,27,114,8,17,14,40,167,7,203.0,107.9,108.5,105.6,106.7
86,21601141,2017-04-01,8,4,8,58,16,16,8,19,116,10,25,15,36,184,10,247.0,107.9,108.5,107.7,113.3
87,21601125,2017-03-30,7,7,16,63,1,14,14,32,121,9,21,19,49,181,11,224.0,107.9,108.5,115.3,109.6
88,21601109,2017-03-28,4,3,11,67,3,7,7,23,130,2,16,12,43,180,10,235.0,107.9,108.5,111.7,111.2
89,21601086,2017-03-25,6,1,9,48,6,9,5,15,106,14,14,10,23,168,20,212.0,107.9,108.5,105.6,106.7
90,21601071,2017-03-23,6,6,10,60,14,11,9,19,113,21,17,10,31,153,17,205.0,107.9,108.5,104.3,108.0
91,21601057,2017-03-21,9,2,9,39,3,15,5,18,83,13,21,7,26,130,4,183.0,107.9,108.5,103.6,103.8
92,21600983,2017-03-11,5,6,13,66,6,13,10,25,119,21,20,16,37,173,9,249.0,107.9,108.5,109.2,107.4
93,21600963,2017-03-09,5,3,13,44,10,15,9,25,109,5,26,14,38,154,2,222.0,107.9,108.5,102.4,108.1
94,21600926,2017-03-04,11,8,13,64,10,18,14,25,115,1,24,19,37,172,8,246.0,107.9,108.5,105.8,112.5
95,21600908,2017-03-02,8,1,9,50,2,15,13,25,117,3,18,18,40,166,4,223.0,107.9,108.5,106.6,105.8
96,21600830,2017-02-13,4,7,20,49,7,11,11,39,90,6,15,19,54,149,1,213.0,107.9,108.5,103.2,104.0
97,21600798,2017-02-09,3,5,14,54,10,10,8,25,104,6,20,12,40,153,1,231.0,107.9,108.5,108.0,105.4
98,21600754,2017-02-03,4,9,18,57,13,7,13,28,107,13,9,18,41,160,8,212.0,107.9,108.5,97.9,100.8
99,21600728,2017-01-31,1,6,17,51,5,6,12,31,106,6,15,16,46,154,18,213.0,107.9,108.5,104.9,104.7
100,21600718,2017-01-29,10,5,16,57,9,20,8,28,103,3,29,12,39,158,10,224.0,107.9,108.5,115.9,104.3
101,21600703,2017-01-27,2,3,13,52,4,8,10,28,118,6,12,18,48,169,1,221.0,107.9,108.5,100.5,100.0
102,21600689,2017-01-25,4,6,16,61,1,11,8,27,117,1,24,9,34,158,8,203.0,107.9,108.5,104.6,111.5
103,21600598,2017-01-13,2,3,9,59,13,10,9,22,103,5,18,15,38,160,4,224.0,107.9,108.5,101.1,107.6
104,21600585,2017-01-11,8,3,11,47,7,15,8,26,90,8,22,13,45,134,12,188.0,107.9,108.5,110.3,107.2
105,21600559,2017-01-08,8,4,9,61,1,16,9,20,109,3,18,15,37,167,7,249.0,107.9,108.5,101.3,102.5
106,21600542,2017-01-05,5,5,11,53,5,12,13,28,115,9,20,19,46,168,0,227.0,107.9,108.5,104.6,111.5
107,21600484,2016-12-28,5,5,11,51,9,10,11,28,104,16,17,14,40,138,12,191.0,107.9,108.5,102.8,106.7
108,21600469,2016-12-26,9,2,13,45,3,17,7,24,85,1,24,15,38,141,5,186.0,107.9,108.5,106.9,102.6
109,21600454,2016-12-23,3,6,12,54,0,13,12,23,102,12,17,18,37,159,15,200.0,107.9,108.5,105.3,98.1
110,21600436,2016-12-21,7,6,18,50,10,15,11,29,100,24,19,13,44,152,10,191.0,107.9,108.5,97.9,100.8
111,21600373,2016-12-13,6,7,13,63,1,15,8,26,120,16,28,12,37,163,21,209.0,107.9,108.5,106.6,105.8
112,21600298,2016-12-03,6,3,10,50,8,10,6,21,104,6,18,10,32,144,2,191.0,107.9,108.5,103.2,102.1
113,21600275,2016-11-30,7,4,7,54,8,10,12,20,131,15,17,16,33,192,26,240.0,107.9,108.5,105.1,105.3
114,21600251,2016-11-27,5,8,17,70,0,12,14,38,127,3,20,22,50,189,3,244.0,107.9,108.5,115.3,109.6
115,21600237,2016-11-25,3,4,11,66,2,8,9,23,123,9,14,21,45,183,17,223.0,107.9,108.5,104.3,106.4
116,21600156,2016-11-15,3,4,14,49,21,7,4,22,93,19,15,9,35,146,20,201.0,107.9,108.5,102.9,102.4
117,21600144,2016-11-13,8,4,15,48,8,12,7,23,107,7,22,11,39,158,14,217.0,107.9,108.5,111.7,111.2
118,21600128,2016-11-11,6,4,12,66,4,13,6,20,119,5,18,12,38,167,1,242.0,107.9,108.5,102.8,106.7
119,21600103,2016-11-08,6,6,12,67,17,17,10,26,118,8,30,17,41,171,7,245.0,107.9,108.5,107.7,113.3
120,21600054,2016-11-01,10,5,15,59,9,17,8,30,112,6,24,16,49,173,27,231.0,107.9,108.5,115.9,104.3
121,21600017,2016-10-27,5,5,11,55,1,10,8,23,107,9,13,10,37,164,0,220.0,107.9,108.5,108.7,104.4
122,21600002,2016-10-25,6,5,6,52,0,17,11,22,100,8,21,15,31,160,6,217.0,107.9,108.5,100.7,96.8
0,21801226,2019-04-10,7,10,22,60,2,18,23,52,126,10,24,30,74,187,9,243.0,118.1,109.3,114.5,111.1
1,21801202,2019-04-07,6,5,21,49,7,12,11,44,99,9,21,18,64,157,13,222.0,118.1,109.3,113.3,119.4
2,21801193,2019-04-06,5,10,25,60,8,9,17,42,131,1,19,30,64,204,12,261.0,118.1,109.3,112.2,112.3
3,21801127,2019-03-28,4,8,17,53,3,7,14,32,113,21,15,21,50,177,23,246.0,118.1,109.3,115.1,114.3
4,21801111,2019-03-26,6,7,24,45,5,19,18,45,111,5,23,25,68,161,19,202.0,118.1,109.3,113.9,109.1
5,21801096,2019-03-24,6,7,20,59,5,10,13,40,123,13,14,18,62,167,13,232.0,118.1,109.3,104.5,114.1
6,21801085,2019-03-22,6,11,22,65,1,14,17,38,114,12,21,25,56,163,25,203.0,118.1,109.3,105.7,105.9
7,21801061,2019-03-19,6,8,28,59,11,15,15,46,119,3,22,27,74,183,15,216.0,118.1,109.3,111.8,113.5
8,21801043,2019-03-17,3,9,25,59,3,14,18,44,115,9,18,24,66,171,7,255.0,118.1,109.3,115.2,112.5
9,21800990,2019-03-09,8,10,25,56,8,17,17,45,114,4,21,21,59,181,7,245.0,118.1,109.3,110.7,111.8
10,21800975,2019-03-07,7,9,18,56,8,16,15,35,104,4,21,21,56,156,12,215.0,118.1,109.3,108.0,104.7
11,21800891,2019-02-23,2,8,18,67,3,8,15,38,139,1,15,26,55,216,2,268.0,118.1,109.3,112.5,114.0
12,21800870,2019-02-21,11,5,18,42,2,15,14,38,100,6,19,20,60,140,4,195.0,118.1,109.3,112.4,108.0
13,21800833,2019-02-09,6,2,13,39,1,11,10,28,108,10,16,13,48,143,15,186.0,118.1,109.3,107.3,106.6
14,21800806,2019-02-06,9,14,17,85,15,17,21,35,150,20,26,32,55,227,13,277.0,118.1,109.3,114.0,116.9
15,21800727,2019-01-25,7,5,19,49,5,14,8,35,106,2,25,14,54,163,11,207.0,118.1,109.3,110.7,111.8
16,21800694,2019-01-21,4,7,18,61,9,11,13,34,116,2,20,22,54,176,8,222.0,118.1,109.3,108.9,110.1
17,21800654,2019-01-15,5,5,13,53,7,11,13,33,114,24,20,16,48,156,30,210.0,118.1,109.3,105.7,105.9
18,21800594,2019-01-07,7,7,13,66,2,11,14,30,120,4,15,19,51,169,3,216.0,118.1,109.3,111.7,106.5
19,21800580,2019-01-05,7,7,16,61,7,15,12,32,113,1,19,21,51,173,9,239.0,118.1,109.3,114.4,108.4
20,21800572,2019-01-04,10,6,23,57,29,16,10,38,119,33,27,22,57,197,39,256.0,118.1,109.3,113.3,119.4
21,21800550,2019-01-01,9,8,13,62,8,13,13,30,120,16,20,15,45,165,19,219.0,118.1,109.3,107.0,107.3
22,21800527,2018-12-29,7,9,23,52,6,12,22,47,123,19,20,32,72,192,20,244.0,118.1,109.3,112.2,112.3
23,21800513,2018-12-27,5,4,14,52,4,9,10,32,101,5,12,18,47,164,10,208.0,118.1,109.3,104.6,113.8
24,21800462,2018-12-19,10,12,23,64,2,16,20,41,128,4,21,25,55,180,0,238.0,118.1,109.3,115.4,116.8
25,21800395,2018-12-10,7,7,13,49,13,12,16,35,100,18,16,21,50,150,18,200.0,118.1,109.3,104.5,114.1
26,21800377,2018-12-07,10,4,19,49,5,22,13,39,108,6,30,21,64,159,7,200.0,118.1,109.3,117.7,111.2
27,21800361,2018-12-05,5,4,20,51,9,18,11,39,101,11,27,18,63,148,20,207.0,118.1,109.3,107.0,107.3
28,21800310,2018-11-28,5,5,15,70,10,11,11,33,125,1,16,20,55,181,3,229.0,118.1,109.3,104.9,113.4
29,21800284,2018-11-24,8,7,14,73,1,10,14,34,135,1,16,18,46,197,7,264.0,118.1,109.3,111.7,110.0
30,21800275,2018-11-23,6,5,20,64,4,13,9,35,125,3,19,15,55,181,1,230.0,118.1,109.3,107.5,116.8
31,21800259,2018-11-21,10,5,21,51,11,17,9,40,122,22,23,17,68,188,30,243.0,118.1,109.3,114.7,110.5
32,21800245,2018-11-19,9,4,17,54,4,19,10,37,102,10,29,14,55,155,1,202.0,118.1,109.3,110.7,106.7
33,21800223,2018-11-16,8,12,20,67,13,17,17,34,108,18,24,25,57,171,11,227.0,118.1,109.3,104.9,113.4
34,21800207,2018-11-14,9,6,23,48,10,16,8,40,93,3,22,15,54,164,4,229.0,118.1,109.3,103.5,106.1
35,21800133,2018-11-04,5,10,28,69,9,17,17,48,122,22,20,25,70,190,26,253.0,118.1,109.3,114.2,115.3
36,21800092,2018-10-29,8,6,21,59,1,15,13,45,115,9,21,21,64,175,15,233.0,118.1,109.3,114.4,108.4
37,21800081,2018-10-27,4,5,16,55,5,15,11,33,116,14,26,16,53,161,25,204.0,118.1,109.3,107.3,106.6
38,21800059,2018-10-24,10,7,19,56,12,15,16,40,135,7,24,18,59,173,11,231.0,118.1,109.3,115.2,112.5
39,21800042,2018-10-22,5,6,13,62,4,12,15,33,123,19,18,18,53,175,1,237.0,118.1,109.3,104.6,113.8
40,21800023,2018-10-19,8,3,17,55,5,20,10,34,115,9,29,18,50,169,17,219.0,118.1,109.3,108.0,104.7
41,21701208,2018-04-09,10,4,13,52,10,20,6,26,87,3,30,11,36,141,7,188.0,106.5,106.8,103.4,108.2
42,21701178,2018-04-05,10,8,15,54,6,19,11,31,97,7,24,18,42,164,2,230.0,106.5,106.8,106.6,110.3
43,21701162,2018-04-03,7,3,7,57,5,15,8,19,114,2,22,9,32,150,8,208.0,106.5,106.8,104.0,100.4
44,21701095,2018-03-25,9,3,11,42,12,13,5,22,94,0,18,10,33,163,13,209.0,106.5,106.8,102.7,99.8
45,21701070,2018-03-21,7,5,18,62,14,17,11,30,121,7,24,17,42,180,14,247.0,106.5,106.8,109.0,109.0
46,21701041,2018-03-17,5,7,18,57,5,18,12,33,106,6,27,23,53,182,8,239.0,106.5,106.8,103.4,108.8
47,21700981,2018-03-09,7,2,12,48,4,16,7,23,115,5,22,12,32,180,2,232.0,106.5,106.8,104.5,108.0
48,21700968,2018-03-07,11,5,14,46,2,15,12,35,104,12,23,19,49,163,11,209.0,106.5,106.8,112.4,103.9
49,21700947,2018-03-04,7,7,12,74,12,17,16,26,132,12,29,19,39,179,7,228.0,106.5,106.8,109.8,105.3
50,21700932,2018-03-02,7,2,8,39,3,14,8,21,91,1,21,11,31,145,11,199.0,106.5,106.8,105.6,104.2
51,21700910,2018-02-27,8,5,13,62,18,13,11,25,114,14,24,14,33,165,3,211.0,106.5,106.8,106.6,106.0
52,21700893,2018-02-25,9,2,15,53,11,18,7,28,115,17,24,10,38,172,2,244.0,106.5,106.8,111.7,110.4
53,21700865,2018-02-15,10,9,16,63,7,15,18,32,136,12,23,25,48,195,19,257.0,106.5,106.8,110.0,108.5
54,21700848,2018-02-13,6,5,13,45,3,13,11,34,84,2,19,15,50,135,13,189.0,106.5,106.8,103.4,108.8
55,21700771,2018-02-02,5,3,8,57,1,11,5,21,110,0,20,9,39,148,0,182.0,106.5,106.8,104.5,108.0
56,21700741,2018-01-29,5,1,14,58,2,12,3,26,108,2,19,8,38,158,8,202.0,106.5,106.8,109.8,105.3
57,21700719,2018-01-26,6,6,18,48,18,14,10,31,93,23,20,15,46,153,9,207.0,106.5,106.8,106.6,110.3
58,21700691,2018-01-22,11,3,7,56,4,20,6,15,106,0,30,10,31,155,3,214.0,106.5,106.8,103.9,113.3
59,21700659,2018-01-17,6,7,16,55,5,15,13,29,109,5,18,15,36,157,1,207.0,106.5,106.8,103.4,102.9
60,21700622,2018-01-12,7,4,10,63,9,9,8,22,112,14,17,14,34,162,2,202.0,106.5,106.8,113.5,107.5
61,21700610,2018-01-10,5,1,11,59,1,11,4,27,99,7,17,9,40,158,20,213.0,106.5,106.8,103.4,108.2
62,21700571,2018-01-05,7,4,12,57,9,16,10,24,120,2,19,13,37,182,26,239.0,106.5,106.8,111.7,103.9
63,21700561,2018-01-03,7,2,6,60,8,19,3,9,114,10,25,8,24,169,17,223.0,106.5,106.8,105.6,104.2
64,21700518,2017-12-28,10,4,12,42,10,19,7,20,102,10,28,10,30,159,9,198.0,106.5,106.8,109.5,107.3
65,21700501,2017-12-26,8,4,12,53,9,15,7,25,109,3,21,13,41,166,0,221.0,106.5,106.8,102.9,110.0
66,21700476,2017-12-22,4,3,11,49,3,10,7,23,111,7,12,16,42,168,2,213.0,106.5,106.8,108.2,108.0
67,21700453,2017-12-19,7,6,15,64,4,12,15,30,127,11,22,20,45,181,15,235.0,106.5,106.8,110.9,109.9
68,21700426,2017-12-15,3,6,11,63,3,11,11,29,117,1,19,13,41,164,0,224.0,106.5,106.8,102.9,110.0
69,21700381,2017-12-09,5,4,11,48,10,13,7,21,93,9,20,10,29,149,17,217.0,106.5,106.8,104.1,99.8
70,21700372,2017-12-08,1,4,13,47,3,7,8,24,103,5,13,12,33,155,1,211.0,106.5,106.8,102.3,105.4
71,21700359,2017-12-06,5,6,14,57,3,13,12,31,111,9,20,15,39,152,0,204.0,106.5,106.8,103.8,103.9
72,21700331,2017-12-02,12,5,11,58,8,19,9,20,115,11,26,14,33,164,12,213.0,106.5,106.8,98.8,105.8
73,21700247,2017-11-20,6,3,13,46,8,14,6,25,93,1,20,11,37,139,7,187.0,106.5,106.8,106.6,106.0
74,21700209,2017-11-15,6,7,16,49,3,18,11,30,82,0,27,16,40,137,13,194.0,106.5,106.8,103.8,103.9
75,21700194,2017-11-13,9,9,14,63,5,12,14,26,125,5,21,17,35,161,7,213.0,106.5,106.8,99.3,105.5
76,21700182,2017-11-11,8,3,8,41,7,17,8,21,100,2,28,10,34,144,10,188.0,106.5,106.8,108.1,109.6
77,21700103,2017-10-31,7,3,13,54,8,14,7,29,102,18,23,14,46,149,21,201.0,106.5,106.8,107.9,104.4
78,21700067,2017-10-26,9,3,11,51,5,16,6,25,87,1,26,13,37,141,3,185.0,106.5,106.8,104.0,100.4
79,21700044,2017-10-23,7,4,14,43,7,13,7,24,107,1,19,13,38,160,6,197.0,106.5,106.8,108.2,108.0
80,21700034,2017-10-21,9,6,14,50,2,17,11,24,115,5,24,16,39,164,4,228.0,106.5,106.8,105.6,103.0
81,21700021,2017-10-20,12,4,17,50,0,19,8,32,104,6,25,16,48,159,13,213.0,106.5,106.8,110.9,109.9
82,21601207,2017-04-10,10,4,10,42,6,16,10,21,89,3,21,15,33,127,5,168.0,103.6,103.8,104.9,104.7
83,21601144,2017-04-02,6,8,15,59,3,10,12,30,106,0,20,20,54,153,3,214.0,103.6,103.8,97.9,100.8
84,21601130,2017-03-31,7,7,12,57,13,12,13,30,104,8,19,14,42,144,2,213.0,103.6,103.8,101.3,102.5
85,21601090,2017-03-26,6,4,8,60,2,12,9,17,111,1,16,14,29,170,12,203.0,103.6,103.8,102.9,102.4
86,21601078,2017-03-24,6,5,12,50,8,13,8,26,88,2,18,12,35,146,2,197.0,103.6,103.8,103.2,104.0
87,21600978,2017-03-11,6,2,8,42,4,12,6,18,96,0,18,12,30,151,1,197.0,103.6,103.8,105.6,106.7
88,21600967,2017-03-10,8,4,12,50,4,22,6,20,95,5,34,7,24,142,6,184.0,103.6,103.8,105.1,105.3
89,21600952,2017-03-08,9,5,9,62,2,15,10,24,111,1,20,12,33,149,3,197.0,103.6,103.8,104.3,108.0
90,21600920,2017-03-04,3,1,14,31,7,7,6,24,95,11,12,9,34,147,13,195.0,103.6,103.8,106.9,102.6
91,21600912,2017-03-03,10,3,12,53,15,19,6,21,113,19,27,11,30,161,9,213.0,103.6,103.8,108.7,104.4
92,21600899,2017-03-01,4,5,14,47,17,12,9,26,100,26,20,16,42,152,20,208.0,103.6,103.8,111.7,111.2
93,21600875,2017-02-26,8,4,11,44,2,21,5,17,89,5,30,7,22,150,4,196.0,103.6,103.8,107.7,113.3
94,21600860,2017-02-24,6,2,8,63,9,17,4,16,105,13,23,9,27,162,12,204.0,103.6,103.8,100.7,96.8
95,21600824,2017-02-13,7,2,11,42,4,15,3,19,85,17,22,5,28,138,16,191.0,103.6,103.8,101.3,102.5
96,21600802,2017-02-10,7,8,13,77,17,20,12,28,131,21,30,20,44,187,19,236.0,103.6,103.8,104.6,111.5
